Newman et al. (2015, HESS) daily data - PREC and TEMP: DAYMET - PET: Priestly-Taylor
1.0000000    ! dt in "days" (all data in mm/day)
YYYY   MM   DD   HH      PREC    POT_ET     OBS_Q      TEMP
1982   04   05   24      0.00      4.04      2.91     18.50
1982   04   06   24      0.00      4.57      3.86     18.41
1982   04   07   24      0.00      3.58      4.35     10.92
1982   04   08   24      0.00      3.77      3.54     14.50
1982   04   09   24      0.00      4.67      2.00     18.27
1982   04   10   24     10.71      2.50      0.99     11.39
1982   04   11   24      4.04      2.49      0.63      7.61
1982   04   12   24      0.00      4.05      0.52     12.64
1982   04   13   24      0.00      4.19      0.48     18.16
1982   04   14   24      0.00      3.07      0.43     21.73
1982   04   15   24      0.00      4.26      0.37     23.33
1982   04   16   24      0.00      3.55      0.31     24.16
1982   04   17   24     44.26      3.60      0.44     22.28
1982   04   18   24      0.00      4.17      0.79     17.40
1982   04   19   24      1.88      3.73      0.96     19.87
1982   04   20   24     10.30      3.39      1.46     23.66
1982   04   21   24     49.03      3.03      2.78     18.48
1982   04   22   24     15.67      2.33      2.80     12.43
1982   04   23   24      0.59      3.20      3.12     11.23
1982   04   24   24      3.78      3.94      3.80     13.65
1982   04   25   24     20.21      2.18      4.54     15.07
1982   04   26   24      7.82      3.44      5.14     19.12
1982   04   27   24      0.00      4.83      5.94     18.05
1982   04   28   24      0.00      4.92      5.90     19.59
1982   04   29   24      0.00      4.41      5.18     20.01
1982   04   30   24      0.00      5.04      4.48     20.82
1982   05   01   24      5.61      4.49      3.88     21.59
1982   05   02   24      1.46      4.31      3.03     20.18
1982   05   03   24      0.00      5.12      1.73     21.15
1982   05   04   24      0.00      5.34      0.91     22.05
1982   05   05   24      0.00      5.45      0.57     22.15
1982   05   06   24      0.00      5.03      0.41     21.81
1982   05   07   24      4.52      3.81      0.33     19.25
1982   05   08   24      0.33      4.96      0.27     16.01
1982   05   09   24      0.00      5.35      0.23     17.96
1982   05   10   24      0.00      5.48      0.21     19.64
1982   05   11   24      0.00      5.51      0.19     21.33
1982   05   12   24      0.00      5.15      0.17     23.08
1982   05   13   24      0.00      4.15      0.16     21.98
1982   05   14   24     30.77      3.61      0.21     22.12
1982   05   15   24      0.00      5.09      0.24     22.59
1982   05   16   24      0.00      5.53      0.24     23.77
1982   05   17   24      0.00      5.26      0.31     23.41
1982   05   18   24      5.39      4.28      0.32     23.07
1982   05   19   24      6.51      4.37      0.29     23.49
1982   05   20   24      4.71      4.16      0.25     24.55
1982   05   21   24      0.00      5.32      0.21     23.94
1982   05   22   24      0.00      5.59      0.18     24.16
1982   05   23   24      0.00      5.64      0.19     24.71
1982   05   24   24      0.00      5.29      0.25     25.03
1982   05   25   24      0.00      5.04      0.23     24.14
1982   05   26   24      1.87      4.99      0.18     25.13
1982   05   27   24      0.00      5.30      0.15     26.19
1982   05   28   24      0.00      5.34      0.13     27.23
1982   05   29   24      0.00      5.33      0.12     27.61
1982   05   30   24      0.00      5.81      0.11     27.26
1982   05   31   24      0.00      5.86      0.10     26.46
1982   06   01   24      0.00      5.84      0.09     25.59
1982   06   02   24      0.00      5.67      0.09     23.59
1982   06   03   24      0.00      5.95      0.08     26.01
1982   06   04   24      0.00      5.71      0.08     27.50
1982   06   05   24      0.00      6.03      0.08     26.23
1982   06   06   24      0.00      6.06      0.07     26.93
1982   06   07   24      0.00      6.18      0.07     27.08
1982   06   08   24      0.00      6.22      0.07     27.11
1982   06   09   24      0.00      6.04      0.06     26.98
1982   06   10   24      0.00      5.68      0.06     27.62
1982   06   11   24      5.37      5.77      0.06     27.65
1982   06   12   24      0.00      5.85      0.06     27.04
1982   06   13   24      3.43      5.06      0.06     25.91
1982   06   14   24      1.43      5.34      0.06     26.30
1982   06   15   24      0.00      5.84      0.06     26.98
1982   06   16   24     19.81      4.47      0.06     26.27
1982   06   17   24     12.76      4.40      0.09     24.09
1982   06   18   24      0.00      5.55      0.12     25.52
1982   06   19   24      0.00      5.43      0.09     27.08
1982   06   20   24      0.80      5.32      0.08     27.01
1982   06   21   24     21.09      4.22      0.08     27.00
1982   06   22   24     17.25      3.92      0.09     25.55
1982   06   23   24      0.00      5.19      0.08     24.09
1982   06   24   24      0.00      5.72      0.07     25.85
1982   06   25   24      0.00      5.56      0.06     26.94
1982   06   26   24     11.57      4.29      0.06     27.33
1982   06   27   24     12.88      3.51      0.06     25.37
1982   06   28   24     12.50      4.17      0.09     26.70
1982   06   29   24     13.71      3.47      0.11     24.39
1982   06   30   24      0.00      5.31      0.14     26.30
1982   07   01   24     11.71      4.61      0.23     26.37
1982   07   02   24      0.00      5.73      0.22     26.99
1982   07   03   24      0.00      5.87      0.24     27.48
1982   07   04   24      0.00      5.73      0.30     28.14
1982   07   05   24      0.00      5.72      0.37     28.02
1982   07   06   24      0.00      5.84      0.31     27.78
1982   07   07   24      0.00      5.82      0.20     27.88
1982   07   08   24      0.00      5.56      0.15     27.51
1982   07   09   24      1.70      5.69      0.12     27.51
1982   07   10   24      0.00      5.85      0.26     27.87
1982   07   11   24      0.00      5.77      0.26     28.39
1982   07   12   24      3.09      5.11      0.19     28.42
1982   07   13   24      6.45      5.25      0.22     27.25
1982   07   14   24      4.79      4.93      0.19     27.36
1982   07   15   24      7.01      5.11      0.14     27.12
1982   07   16   24      0.00      5.61      0.12     27.87
1982   07   17   24      8.64      4.23      0.20     27.29
1982   07   18   24      0.00      5.50      0.40     27.62
1982   07   19   24      1.43      4.94      0.31     27.61
1982   07   20   24      0.00      5.81      0.18     28.41
1982   07   21   24      1.64      5.45      0.15     28.34
1982   07   22   24      0.00      5.56      0.17     28.06
1982   07   23   24      0.89      5.66      0.13     28.23
1982   07   24   24      9.22      4.49      0.11     28.38
1982   07   25   24      0.00      5.60      0.10     28.15
1982   07   26   24     13.78      4.35      0.09     27.37
1982   07   27   24      2.74      4.66      0.08     26.68
1982   07   28   24      2.33      5.17      0.12     28.96
1982   07   29   24      4.81      4.81      0.17     27.80
1982   07   30   24     14.16      4.12      0.17     27.75
1982   07   31   24      4.77      4.21      0.15     27.91
1982   08   01   24     18.82      3.82      0.12     27.09
1982   08   02   24     11.27      4.06      0.12     27.07
1982   08   03   24      3.56      5.00      0.10     27.80
1982   08   04   24      0.00      5.55      0.16     28.23
1982   08   05   24      0.00      5.55      0.27     28.48
1982   08   06   24      0.00      5.64      0.23     28.80
1982   08   07   24     31.41      4.34      0.18     27.46
1982   08   08   24      1.03      4.64      0.16     26.34
1982   08   09   24     11.92      3.48      0.16     26.21
1982   08   10   24      0.00      5.10      0.17     25.95
1982   08   11   24      0.00      5.18      0.20     27.87
1982   08   12   24      8.51      3.93      0.21     26.73
1982   08   13   24     15.37      3.87      0.19     26.70
1982   08   14   24      0.00      4.85      0.16     27.44
1982   08   15   24      0.00      5.11      0.14     28.39
1982   08   16   24      0.00      5.12      0.13     29.20
1982   08   17   24     13.22      4.10      0.12     28.67
1982   08   18   24      0.00      4.81      0.13     28.14
1982   08   19   24      0.00      4.79      0.12     27.05
1982   08   20   24      0.00      5.14      0.11     27.17
1982   08   21   24      0.00      5.28      0.10     27.30
1982   08   22   24      0.00      5.33      0.09     27.53
1982   08   23   24      0.00      5.17      0.08     27.98
1982   08   24   24      0.00      5.04      0.07     28.83
1982   08   25   24      0.00      5.39      0.07     27.82
1982   08   26   24      0.00      5.37      0.07     28.47
1982   08   27   24      0.00      5.24      0.06     27.93
1982   08   28   24      0.00      5.20      0.06     28.66
1982   08   29   24      0.00      4.95      0.06     28.02
1982   08   30   24      0.00      5.06      0.05     28.66
1982   08   31   24      0.00      4.99      0.05     28.41
1982   09   01   24     10.73      4.21      0.05     27.68
1982   09   02   24      0.00      4.94      0.05     27.47
1982   09   03   24      2.03      4.72      0.05     27.98
1982   09   04   24      0.00      4.90      0.05     25.63
1982   09   05   24      0.00      4.79      0.05     23.27
1982   09   06   24      0.00      4.82      0.05     24.18
1982   09   07   24      0.00      4.82      0.04     25.88
1982   09   08   24      0.00      4.74      0.04     25.91
1982   09   09   24      0.00      4.59      0.04     25.09
1982   09   10   24      0.04      4.34      0.04     25.78
1982   09   11   24     18.91      2.99      0.06     25.91
1982   09   12   24     41.32      2.26      0.09     24.96
1982   09   13   24      0.76      3.79      0.09     28.06
1982   09   14   24      2.55      3.46      0.14     27.66
1982   09   15   24      0.00      4.09      0.18     27.27
1982   09   16   24      0.00      4.24      0.17     27.26
1982   09   17   24      7.95      3.25      0.13     27.37
1982   09   18   24      0.00      4.01      0.10     26.57
1982   09   19   24      0.00      4.05      0.08     26.98
1982   09   20   24     21.12      3.05      0.08     25.65
1982   09   21   24     14.42      2.70      0.11     20.70
1982   09   22   24      0.00      3.43      0.17     16.09
1982   09   23   24      0.00      3.36      0.14     15.63
1982   09   24   24      0.00      3.54      0.11     17.54
1982   09   25   24      0.00      3.61      0.09     19.61
1982   09   26   24      0.00      3.55      0.09     18.64
1982   09   27   24      0.00      3.35      0.08     18.04
1982   09   28   24      0.00      3.44      0.07     19.95
1982   09   29   24      0.00      3.54      0.06     22.25
1982   09   30   24      0.00      3.60      0.06     22.75
1982   10   01   24      0.00      3.50      0.05     22.66
1982   10   02   24      0.00      3.38      0.05     23.15
1982   10   03   24      0.00      3.20      0.05     22.87
1982   10   04   24      0.00      3.31      0.05     23.30
1982   10   05   24      0.00      3.44      0.05     24.46
1982   10   06   24      3.88      2.54      0.05     25.28
1982   10   07   24      8.63      1.92      0.05     25.35
1982   10   08   24     12.01      1.73      0.06     24.13
1982   10   09   24      9.70      2.24      0.06     26.57
1982   10   10   24     17.30      2.61      0.06     23.76
1982   10   11   24      0.00      2.64      0.09     20.31
1982   10   12   24     11.41      1.64      0.13     16.93
1982   10   13   24     11.52      1.19      0.13     14.85
1982   10   14   24      0.00      2.56      0.13     15.64
1982   10   15   24      0.00      2.66      0.12     16.07
1982   10   16   24      0.00      2.69      0.12     17.00
1982   10   17   24      0.00      2.65      0.11     17.30
1982   10   18   24      0.00      2.52      0.09     17.14
1982   10   19   24      0.00      2.65      0.08     19.57
